KS_Kuehlschrank;6.3;0;-;-;85;1454241691;1454241847
KS_Gefrierfach;-18.7;0;-;NEW;93;1454241765;1454241834
Schlafzimmer_Bett;16.3;58;-;-;184;1454241848;1454241848
Bad;17.5;55;-;-;258;1454241708;1454241842
Schlafzimmer_Fenster;17.3;56;-;-;149;1454240358;1454241845
Wohnzimmer;18.1;55;-;-;180;1454241562;1454241840
Kueche;18.2;54;-;-;171;1454241808;1454241843
